bursty_window_start,bursty_window_end,bursty_window_cv,moderate_window_start,moderate_window_end,moderate_window_cv,flat_window_start,flat_window_end,flat_window_cv,rep14_first_start,rep14_last_start,rep30_first_start,rep30_last_start,rep90_first_start,rep90_last_start,winter_30d_start,summer_30d_start,crime_type_1,crime_type_2,crime_type_3
2020-05-27T00:00:00,2020-06-10T00:00:00,0.7293948746981792,2020-11-18T00:00:00,2020-12-02T00:00:00,0.44027319855800856,2020-06-17T00:00:00,2020-07-01T00:00:00,0.3797144281950577,2020-06-17T00:00:00,2020-05-27T00:00:00,2020-08-12T00:00:00,2020-05-06T00:00:00,2020-06-29T00:00:00,2020-03-31T00:00:00,2020-01-01T00:00:00,2020-07-15T00:00:00,BATTERY,THEFT,CRIMINAL DAMAGE
